ns,nf,entropy,lt,ndev,pd,npt,exp,sexp,bug
0,0,0,6.786716951,2.995732274,3.761200116,0.693147181,5.220355825,5.18178355,0
0,3.091042453,0.565461491,5.747219229,3.135494216,7.65349491,0.492476485,5.209486153,5.170483995,0
0,0,0,6.779921907,2.995732274,3.610917913,0.693147181,4.875197323,4.820281566,0
0,0,0,6.781057626,2.995732274,3.465735903,0.693147181,4.820281566,4.762173935,0
0,0,0,6.781057626,2.995732274,3.465735903,0.693147181,4.454347296,4.430816799,0
0,0,0,6.778784898,2.995732274,3.33220451,0.693147181,4.442651256,4.418840608,0
0,0,0,6.778784898,2.995732274,2.944438979,0.693147181,5.247024072,5.209486153,0
0,0,0,6.778784898,2.995732274,1.386294361,0.693147181,4.369447852,4.343805422,0
0,0,0,6.778784898,2.995732274,1.098612289,0.693147181,4.343805422,4.317488114,0
0,0,0,5.955837369,3.091042453,4.33073334,0.693147181,6.257667588,6.142037406,0
0,0.693147181,0.651437205,7.061763091,3.258096538,4.882801923,0.693147181,6.222576268,6.109247583,0
0.693147181,1.386294361,0.669274242,6.419180264,3.258096538,5.765191103,0.693147181,6.204557763,6.17586727,0
0.693147181,0.693147181,0.691008621,6.159095388,3.091042453,4.521788577,0.693147181,6.184148891,6.154858094,0
0.693147181,0.693147181,0.641719013,6.159095388,3.091042453,4.49980967,0.693147181,6.177944114,6.148468296,0
0.693147181,0.693147181,0.607938219,6.156978986,3.091042453,4.49980967,0.693147181,6.173786104,6.144185634,0
0.693147181,1.609437912,0.622279403,6.179188153,3.555348061,7.772331575,0.693147181,6.350885717,6.313548046,0
0.693147181,0.693147181,0.690157822,6.457554277,3.555348061,6.673297968,0.693147181,2.197224577,2.197224577,0
0.693147181,1.609437912,0.492312707,5.342334252,3.526360525,7.709308333,0.693147181,5.192956851,5.153291594,0
0.693147181,0.693147181,0.413902177,5.692047218,3.433987204,6.238324625,0.693147181,3.496507561,3.496507561,0
0,0,0,6.200509174,3.401197382,5.192956851,0.693147181,6.182084907,6.068425588,0
0,0,0,6.192362489,3.401197382,4.219507705,0.693147181,3.295836866,2.772588722,0
0,0,0,6.186208624,3.401197382,4.204692619,0.693147181,2.944438979,2.564949357,0
0,0,0,6.186208624,3.36729583,2.833213344,0.693147181,3.871201011,3.610917913,0
0.693147181,0.693147181,0.420392718,5.82008293,3.555348061,6.150602768,0.693147181,6.908754779,6.878326468,0
0,0,0,6.317164687,3.526360525,5.283203729,0.693147181,6.886531643,6.447305863,0
0,0,0,6.317164687,3.526360525,5.164785974,0.693147181,6.843749949,6.413458957,0
0,0,0,6.318968114,3.526360525,5.123963979,0.693147181,6.826545224,6.401917197,0
0,0,0,6.306275287,3.526360525,4.795790546,0.693147181,6.692083743,6.278521424,0
0,0,0,6.306275287,3.526360525,4.394449155,0.693147181,6.416732283,6.008813185,0
0.693147181,1.609437912,0.663382395,6.488900934,3.555348061,6.163314804,0.693147181,6.342121419,6.304448802,0
0.693147181,0.693147181,0.690157822,6.639875834,3.555348061,3.218875825,0.693147181,1.945910149,1.945910149,0
0,0,0,6.368187186,3.610917913,5.308267697,0.693147181,5.645446898,5.327876169,0
0,0,0,6.364750757,3.610917913,5.236441963,0.693147181,7.320526962,6.848005275,0
0,0,0,6.364750757,3.555348061,5.023880521,0.693147181,4.454347296,3.688879454,0
0,0,0,5.913503006,2.079441542,2.48490665,0.693147181,6.06610809,6.056784013,0
0,0,0,6.71417053,3.17805383,2.079441542,0.693147181,3.401197382,2.397895273,0
0,0,0,6.690842277,3.135494216,1.609437912,0.693147181,6.876264612,5.765191103,1
0.693147181,2.079441542,0.542764516,6.25527008,3.218875825,5.645446898,0.559615788,6.150602768,6.118097198,1
0,0,0,5.680172609,0.693147181,0,0.693147181,3.091042453,3.091042453,1
0,2.944438979,0.480794649,5.993042249,3.091042453,8.204945165,0.610909082,3.850147602,3.761200116,0
0,0,0,0,2.564949357,4.521788577,0.693147181,5.710427017,5.65248918,0
0,0,0,4.727387819,1.945910149,0,0.693147181,5.703782475,5.690359454,0
0,0,0,4.532599493,1.791759469,2.302585093,0.693147181,4.343805422,4.343805422,0
0,1.386294361,0.609896548,5.343529709,1.791759469,5.693732139,0.559615788,4.290459441,4.290459441,1
0,1.098612289,0.578292051,4.932072972,1.791759469,5.505331536,0.693147181,2.944438979,2.944438979,1
0,0,0,4.382026635,1.609437912,0,0.693147181,3.36729583,3.36729583,0
0,0,0,3.80666249,0.693147181,3.36729583,0.693147181,4.454347296,4.454347296,0
0,0,0,2.708050201,2.397895273,6.6147256,0.693147181,3.850147602,3.761200116,0
0.693147181,1.791759469,0.671814858,6.565734343,3.583518938,4.510859507,0.510825624,6.469250317,6.439350371,1
0,0,0,5.030437921,1.386294361,4.17438727,0.693147181,6.135564891,6.033086222,0
0,0,0,5.030437921,1.386294361,1.791759469,0.693147181,6.552507887,6.423246964,1
0.693147181,0.693147181,0.38675067,5.030437921,0.693147181,5.252273428,0.693147181,6.042632834,6.03068526,1
0,0,0,5.043425117,0.693147181,1.791759469,0.693147181,5.976350909,5.899897354,0
0,0.693147181,0.559384479,5.192956851,3.135494216,6.582025139,0.693147181,5.973809612,5.313205979,0
0,0,0,5.030437921,1.609437912,4.290459441,0.693147181,3.496507561,3.044522438,0
1.098612289,1.386294361,0.137489556,6.160151913,3.663561646,4.59511985,0.693147181,6.320768294,6.29710932,1
0.693147181,1.098612289,0.537971642,6.583409222,3.663561646,2.079441542,0.693147181,6.202535517,6.169610732,0
0.693147181,0.693147181,0.66014222,5.521460918,3.663561646,2.302585093,0.693147181,6.177944114,6.144185634,1
0.693147181,1.386294361,0.660062267,5.863631176,3.63758616,4.356708827,0.693147181,6.045005314,6.01615716,1
1.098612289,2.302585093,0.518211677,6.398095642,3.663561646,4.912654886,0.530628251,6.018593214,6.01615716,1
0.693147181,1.098612289,0.543614365,6.717401551,3.63758616,1.386294361,0.510825624,5.81711116,5.783825182,1
0.693147181,1.098612289,0.503265063,6.76542337,3.63758616,0,0.510825624,5.805134969,5.771441123,1
0.693147181,0.693147181,0.045750673,6.403574198,3.63758616,0.693147181,0.693147181,5.796057751,5.762051383,0
0.693147181,0.693147181,0.669166535,7.057897937,3.63758616,5.926926026,0.693147181,5.774551546,5.739792912,0
0.693147181,0.693147181,0.663802387,7.116394144,3.63758616,0,0.693147181,5.758901774,5.723585102,0
0,0,0,7.653020414,3.63758616,0,0.693147181,5.752572639,5.062595033,0
0,0,0,7.714231145,3.63758616,0,0.693147181,1.945910149,1.609437912,0
0.693147181,1.386294361,0.435744667,6.86406459,3.610917913,3.784189634,0.693147181,5.680172609,5.641907071,1
0,0,0,7.812782819,3.610917913,0.693147181,0.693147181,5.666426688,4.990432587,1
0,0,0,7.875499292,3.610917913,0,0.693147181,5.645446898,4.976733742,0
0,0,0,7.873217055,3.610917913,0,0.693147181,5.641907071,4.9698133,1
0,0,0,7.874739125,3.610917913,0,0.693147181,5.638354669,4.96284463,1
0,0,0,7.874358825,3.610917913,0,0.693147181,5.634789603,4.955827058,1
0.693147181,0.693147181,0.685733838,7.265080012,3.610917913,1.609437912,0.693147181,5.521460918,5.476463552,1
0,0,0,7.877397186,3.610917913,0,0.693147181,5.505331536,4.836281907,0
0.693147181,0.693147181,0.679689565,7.253824177,3.610917913,0,0.405465108,5.501258211,5.455321115,1
0.693147181,0.693147181,0.651437205,7.243512975,3.610917913,1.098612289,0.693147181,5.493061443,5.446737372,1
0,0,0,7.876258882,3.610917913,0,0.693147181,5.433722004,4.753590191,0
0.693147181,1.791759469,0.578173438,6.866064852,3.737669618,5.634789603,0.693147181,7.302496424,7.257707677,1
0,0,0,7.87207398,3.610917913,0,0.693147181,5.402677382,4.744932128,0
0,0,0,7.907651595,3.610917913,1.098612289,0.693147181,7.28276118,6.820016365,0
0,0,0,7.907651595,3.610917913,0,0.693147181,5.262690189,4.521788577,0
0.693147181,2.197224577,0.570122047,6.208142799,3.663561646,5.783825182,0.575364145,4.290459441,4.262679877,1
0,0,0,7.902857191,3.610917913,2.302585093,0.693147181,4.143134726,2.995732274,0
0,0,0,7.902857191,3.610917913,0,0.693147181,4.007333185,2.833213344,1
0,0,0,7.90359629,3.610917913,0.693147181,0.693147181,3.988984047,2.772588722,1
0,0,0,7.902857191,3.610917913,0,0.693147181,3.17805383,3.044522438,0
0,0,0,7.902857191,3.610917913,0,0.693147181,3.091042453,2.944438979,0
0,0,0,7.902857191,3.610917913,0,0.693147181,3.044522438,2.890371758,0
0,0,0,7.902857191,3.610917913,0,0.693147181,2.995732274,2.833213344,0
0,0,0,7.902857191,3.610917913,0,0.693147181,2.890371758,2.708050201,0
0,0,0,7.902857191,3.610917913,0,0.693147181,2.772588722,2.564949357,0
0,0,0,7.902857191,3.610917913,0,0.693147181,2.63905733,2.397895273,0
0,0,0,7.902857191,3.610917913,1.945910149,0.693147181,2.48490665,2.197224577,0
0.693147181,1.386294361,0.683825737,6.610022871,3.583518938,6.11146734,0.693147181,7.148345744,7.109062136,1
0,0,0,7.900266037,3.583518938,1.386294361,0.693147181,1.386294361,1.098612289,0
0,0,0,7.900266037,3.555348061,2.079441542,0.693147181,5.888877958,5.560681631,0
0,0,0,7.899895323,3.555348061,0,0.693147181,3.828641396,2.63905733,0
0.693147181,0.693147181,0.223049381,7.626326512,3.555348061,3.33220451,0.693147181,2.397895273,2.197224577,0
0,0,0,7.881182202,3.526360525,3.258096538,0.693147181,7.0800265,6.624065228,1
0.693147181,2.833213344,0.640030774,6.42037807,3.737669618,6.318968114,0.600773861,6.572282543,6.54534966,1
0,0,0,7.877397186,3.526360525,0.693147181,0.693147181,6.533788838,5.799092654,0
0.693147181,1.386294361,0.52930639,6.793185824,3.688879454,3.17805383,0.693147181,5.837730447,5.780743516,1
0,0,0,7.876258882,3.526360525,0.693147181,0.693147181,6.940222469,6.49677499,0
0,0,0,7.87359779,3.526360525,1.098612289,0.693147181,6.504288174,5.765191103,0
0.693147181,1.098612289,0.028597663,7.058184758,3.526360525,6.32256524,0.693147181,6.879355804,6.43775165,1
0.693147181,1.386294361,0.538346783,7.036368346,3.663561646,3.044522438,0.559615788,3.258096538,3.258096538,1
0.693147181,2.48490665,0.262800086,6.323013972,3.63758616,6.238324625,0.650587566,5.583496309,5.549076085,1
0.693147181,1.386294361,0.648414217,6.989335266,3.555348061,5.036952602,0.693147181,6.859614904,6.829793738,0
0,0,0,7.866338923,3.526360525,1.098612289,0.693147181,6.855408799,6.426488457,0
0,0.693147181,0.478801189,7.250635512,3.555348061,3.218875825,0.693147181,3.17805383,2.890371758,1
0.693147181,1.098612289,0.629094559,7.134625212,3.555348061,2.890371758,0.693147181,6.498282149,6.469250317,1
0,0,0,7.840312983,3.526360525,0.693147181,0.693147181,6.489204931,5.752572639,1
0,0,0,7.842278779,3.526360525,2.397895273,0.693147181,6.840546529,6.408528791,1
0,0,0,7.840312983,3.526360525,0,0.693147181,6.476972363,5.746203191,1
0,0,0,7.840706452,3.526360525,0.693147181,0.693147181,2.48490665,1.945910149,0
0,0,0,7.83991936,3.526360525,2.48490665,0.693147181,6.794586581,6.368187186,0
0,0,0,7.837554361,3.526360525,1.098612289,0.693147181,6.773080376,6.34738921,1
0,0,0,7.83991936,3.526360525,2.079441542,0.693147181,6.475432717,5.743003188,0
0,0,0,7.83991936,3.526360525,1.098612289,0.693147181,6.762729507,6.342121419,0
0.693147181,0.693147181,0.455527003,7.258059976,3.555348061,1.609437912,0.693147181,2.079441542,1.791759469,1
0,0,0,7.841099765,3.496507561,1.609437912,0.693147181,2.302585093,1.945910149,1
0.693147181,0.693147181,0.182840026,7.486333005,3.496507561,1.386294361,0.693147181,6.751101469,6.719013154,0
0,0,0,7.822044008,3.465735903,2.302585093,0.693147181,6.748759547,6.327936784,0
0.693147181,0.693147181,0.670100639,7.58451898,3.465735903,2.833213344,0.693147181,6.698268054,6.668228248,0
0.693147181,1.098612289,0.564085226,7.103870158,3.465735903,2.63905733,0.693147181,6.688354714,6.658011046,1
0.693147181,1.609437912,0.47444587,7.030149887,3.63758616,4.418840608,0.470003629,6.625392368,6.593044534,1
0.693147181,1.609437912,0.38532972,6.896694332,3.496507561,4.189654742,0.693147181,6.899723107,6.876264612,1
0,0,0,7.815610532,3.465735903,0,0.693147181,6.881411304,6.652863029,0
0,0,0,7.813591553,3.465735903,0,0.693147181,6.516193076,6.077642243,0
0.693147181,0.693147181,0.651437205,7.396335294,3.465735903,3.63758616,0.693147181,6.440946541,6.411818268,0
0.693147181,0.693147181,0.678515961,7.237059026,3.496507561,3.33220451,0.693147181,6.871091295,6.84694314,0
0,0,0,7.808729307,3.465735903,1.609437912,0.693147181,6.421622268,5.697093487,0
0.693147181,1.098612289,0.613451921,7.202412965,3.465735903,4.143134726,0.693147181,6.418364936,6.391917113,0
0,0,0,7.807510042,3.465735903,2.079441542,0.693147181,6.352629396,5.942799375,1
0.693147181,2.079441542,0.594113192,6.747439802,3.663561646,3.931825633,0.559615788,6.311734809,6.274762021,1
1.098612289,1.945910149,0.61420454,6.843445303,3.555348061,4.521788577,0.693147181,6.860663671,6.851184927,1
0,0,0,7.80016307,3.465735903,1.098612289,0.693147181,6.395261598,5.683579767,0
0,0,0,7.80016307,3.465735903,0.693147181,0.693147181,6.388561406,5.676753802,0
0.693147181,1.386294361,0.580175591,6.992096427,3.663561646,2.995732274,0.693147181,6.135564891,6.102558595,1
0.693147181,0.693147181,0.651437205,7.563979105,3.465735903,3.135494216,0.693147181,6.386879319,6.361302478,1
0.693147181,1.098612289,0.310695509,6.898041587,3.610917913,3.970291914,0.693147181,6.37502482,6.349138991,1
0.693147181,1.386294361,0.643730598,6.920424682,3.610917913,3.737669618,0.693147181,6.052089169,6.01615716,1
0,0,0,7.792348924,3.465735903,0,0.693147181,6.837332815,6.617402978,1
0.693147181,0.693147181,0.693147181,7.127292335,3.465735903,6.352629396,0.693147181,4.406719247,3.931825633,0
1.098612289,1.609437912,0.60383886,6.538429217,3.465735903,5.220355825,0.587786665,5.493061443,5.476463552,1
0.693147181,2.197224577,0.482604557,6.411818268,3.610917913,4.812184355,0.635988767,6.226536669,6.200509174,1
0.693147181,0.693147181,0.594032742,7.21303166,3.496507561,1.609437912,0.693147181,6.204557763,6.182084907,1
0.693147181,0.693147181,0.464785525,7.553810852,3.465735903,1.609437912,0.693147181,6.80461452,6.782192056,1
0,0,0,7.780720886,3.465735903,0,0.693147181,5.303304908,4.941642423,0
0,0,0,7.777792626,3.465735903,1.609437912,0.693147181,4.919980926,4.65396035,1
0,1.098612289,0.320595067,7.047807034,3.610917913,3.091042453,0.693147181,5.075173815,4.727387819,1
0.693147181,0.693147181,0.670100639,7.550398327,3.465735903,1.945910149,0.693147181,6.091309882,6.075346031,0
0.693147181,2.995732274,0.647316539,6.303259796,3.688879454,6.758094504,0.667829373,6.086774727,6.070737728,0
0,0,0,7.776535028,3.465735903,1.791759469,0.693147181,4.882801923,4.521788577,0
0.693147181,0.693147181,0.605121319,7.123672785,3.465735903,3.36729583,0.405465108,6.040254711,6.023447593,0
0.693147181,0.693147181,0.691008621,7.54671023,3.465735903,1.945910149,0.693147181,4.465908119,4.442651256,0
0.693147181,0.693147181,0.464785525,7.163946684,3.465735903,3.891820298,0.693147181,5.945420609,5.926926026,1
0.693147181,0.693147181,0.693147181,7.536097236,3.465735903,2.397895273,0.405465108,5.940171253,5.92157842,0
0,0,0,7.745002804,3.465735903,0.693147181,0.693147181,5.874930731,5.252273428,1
0.693147181,0.693147181,0.692172954,7.155005906,3.465735903,2.302585093,0.693147181,5.834810737,5.814130532,1
0,0,0,7.758760544,3.465735903,0.693147181,0.693147181,4.204692619,3.912023005,1
0,0,0,7.758760544,3.465735903,0,0.693147181,5.823045895,5.225746674,0
0,0.693147181,0.693147181,7.323500696,3.610917913,3.401197382,0.693147181,5.82008293,5.220355825,1
0,0,0,7.757906208,3.465735903,0.693147181,0.693147181,5.446737372,5.170483995,0
0,0,0,7.760893196,3.465735903,0,0.693147181,5.805134969,5.198497031,0
0.693147181,1.386294361,0.617904983,7.078763076,3.465735903,3.218875825,0.559615788,5.802118375,5.780743516,1
0.693147181,0.693147181,0.283255981,7.148345744,3.465735903,2.944438979,0.693147181,6.21860012,6.200509174,1
0,0.693147181,0.688675226,7.216342312,3.496507561,3.044522438,0.693147181,5.733341277,5.081404365,0
0,0,0,7.765144903,3.465735903,1.609437912,0.693147181,5.726847748,5.068904202,0
0,0,0,7.757906208,3.465735903,1.098612289,0.693147181,6.214608098,6.084499413,0
0,0,0,7.742835955,3.465735903,0,0.693147181,5.700443573,5.056245805,0
0.693147181,0.693147181,0.658613482,7.479864131,3.465735903,0,0.693147181,2.564949357,2.564949357,1
0,0,0,7.741533589,3.433987204,1.791759469,0.693147181,5.697093487,5.049856007,0
0.693147181,1.386294361,0.434774714,6.838940963,3.433987204,3.258096538,0.693147181,5.65248918,5.627621114,1
0,0,0,7.738052298,3.433987204,1.098612289,0.693147181,5.398162702,4.828313737,0
1.098612289,1.945910149,0.638614229,6.770133901,3.583518938,2.63905733,0.693147181,5.393627546,5.38907173,1
0,0,0,7.736743682,3.433987204,0,0.693147181,5.361292166,4.787491743,0
0,0,0,7.736307097,3.433987204,0,0.693147181,5.356586275,4.779123493,1
0,0,0,7.734121303,3.433987204,0,0.693147181,5.525452939,5.209486153,1
0.693147181,1.386294361,0.644350642,6.800448426,3.583518938,2.564949357,0.693147181,5.521460918,5.484796933,1
1.098612289,1.945910149,0.532395013,6.581233373,3.433987204,3.36729583,0.619039208,5.505331536,5.497168225,1
0,0,0,7.732369222,3.433987204,0.693147181,0.693147181,5.318119994,4.736198448,1
0,0.693147181,0.500788877,7.525639975,3.583518938,2.302585093,0.693147181,5.411646052,5.099866428,1
0,0,0,7.887959337,3.433987204,1.098612289,0.693147181,5.075173815,4.584967479,1
0.693147181,1.609437912,0.548182523,6.759255271,3.433987204,3.737669618,0.470003629,4.941642423,4.905274778,1
0.693147181,0.693147181,0.64962415,7.374001859,3.433987204,2.197224577,0.693147181,4.905274778,4.86753445,1
0.693147181,0.693147181,0.346293033,7.329749689,3.433987204,1.609437912,0.693147181,4.882801923,4.844187086,0
0,0,0,7.920083199,3.433987204,0,0.693147181,6.796823718,6.593044534,0
0.693147181,0.693147181,0.587257926,7.351158226,3.433987204,1.945910149,0.693147181,4.795790546,4.753590191,1
0,0,0,7.917536354,3.433987204,0,0.693147181,5.278114659,4.9698133,1
0,0,0,7.889459149,3.433987204,0,0.693147181,5.272999559,4.96284463,0
0.693147181,1.609437912,0.510147206,6.834754386,3.583518938,5.484796933,0.693147181,6.792344427,6.769641977,1
0,0,0,7.884576511,3.433987204,1.098612289,0.693147181,4.262679877,3.871201011,0
0,0,0,7.881182202,3.433987204,0,0.693147181,2.197224577,1.945910149,0
0,0,0,7.887959337,3.433987204,0.693147181,0.693147181,3.091042453,2.48490665,1
0,0,0,7.886832999,3.433987204,1.609437912,0.693147181,0.693147181,0.693147181,0
0,0,0,7.886832999,3.401197382,1.386294361,0.693147181,6.785587645,6.583409222,0
0,0,0,7.880048201,3.401197382,0.693147181,0.693147181,5.093750201,4.770684624,0
0,0,0,7.877397186,3.401197382,0.693147181,0.693147181,4.736198448,4.418840608,1
0,0,0,7.876638461,3.401197382,2.302585093,0.693147181,4.219507705,3.951243719,1
0.693147181,0.693147181,0.407634976,7.249215057,3.401197382,5.272999559,0.693147181,3.871201011,3.871201011,0
0,0,0,7.869783903,3.401197382,0,0.693147181,5.768320996,5.517452896,1
0,0,0,7.868254266,3.401197382,0.693147181,0.693147181,3.465735903,3.36729583,0
0,0,0,7.8671055,3.401197382,0.693147181,0.693147181,3.63758616,3.33220451,0
0,0,0,7.866722285,3.401197382,1.609437912,0.693147181,3.433987204,3.135494216,0
0,0,0,7.8671055,3.401197382,0,0.693147181,5.598421959,5.375278408,0
0,0,0,7.859799181,3.401197382,0.693147181,0.693147181,5.568344504,5.33753808,1
0,0,0,7.851271997,3.36729583,1.098612289,0.693147181,5.505331536,5.293304825,1
0,0,0,7.851271997,3.36729583,2.564949357,0.693147181,5.484796933,5.267858159,1
0,0,0,7.853604813,3.36729583,0,0.693147181,5.455321115,5.241747015,0
0,0,0,7.853604813,3.36729583,0,0.693147181,5.442417711,5.225746674,1
0,0,0,7.852050207,3.36729583,1.386294361,0.693147181,5.438079309,5.220355825,1
0,0,0,7.839525582,3.36729583,0,0.693147181,6.137727054,6.035481433,1
0,0,0,7.840312983,3.36729583,2.890371758,0.693147181,5.38907173,5.159055299,1
0,0,0,7.837554361,3.36729583,2.772588722,0.693147181,5.135798437,4.912654886,0
0,0,0,7.837554361,3.36729583,1.098612289,0.693147181,5.416100402,5.147494477,1
0,0,0,7.824845691,3.36729583,2.397895273,0.693147181,5.075173815,4.86753445,0
0,0,0,7.823645931,3.36729583,2.397895273,0.693147181,5.056245805,4.844187086,0
0,0,0,7.823645931,3.36729583,1.791759469,0.693147181,5.010635294,4.812184355,1
0,0,0,7.823645931,3.36729583,0,0.693147181,0.693147181,0.693147181,0
0,0,0,7.823645931,3.33220451,2.397895273,0.693147181,4.934473933,4.682131227,0
0,0,0,7.82284529,3.33220451,0,0.693147181,3.433987204,2.944438979,0
0,0,0,7.82284529,3.33220451,1.609437912,0.693147181,3.36729583,2.833213344,1
0.693147181,0.693147181,0.673575195,7.435732962,3.33220451,3.17805383,0.693147181,5.347107531,5.332718793,1
0,0,0,7.822444729,3.33220451,1.791759469,0.693147181,4.94875989,4.753590191,0
1.098612289,1.609437912,0.445908915,6.70367879,3.33220451,2.079441542,0.587786665,6.747586527,6.726233402,1
0,0,0,7.789868559,3.33220451,1.945910149,0.693147181,6.726233402,6.542471961,1
0.693147181,2.079441542,0.557714415,6.341681181,3.496507561,5.641907071,0.318453731,6.650279049,6.628041376,1
0,0,0,7.784473236,3.33220451,1.791759469,0.693147181,2.708050201,2.397895273,0
0,0,0,7.784473236,3.33220451,0,0.693147181,4.644390899,4.477336814,0
0.693147181,0.693147181,0.594032742,7.145984468,3.33220451,3.891820298,0.693147181,6.561030666,6.539585956,0
0,0,0,7.784473236,3.33220451,0.693147181,0.693147181,6.964135612,6.905753276,1
0,0,0,7.782807263,3.33220451,2.890371758,0.693147181,1.791759469,1.609437912,0
0,0,0,7.782807263,3.295836866,0,0.693147181,3.258096538,3.17805383,1
0.693147181,1.609437912,0.617999113,6.69950034,3.401197382,5.187385806,0.693147181,6.54534966,6.523562306,1
0.693147181,0.693147181,0.260417948,7.351799869,3.295836866,2.564949357,0.405465108,6.538139824,6.516193076,1
0.693147181,1.098612289,0.673061669,6.978834861,3.295836866,4.234106505,0.693147181,6.535241271,6.513230111,1
0,0,0,7.770645234,3.295836866,0,0.693147181,4.624972813,4.430816799,0
0,0,0,7.770645234,3.295836866,0,0.693147181,4.605170186,4.418840608,1
0,0,0,7.770645234,3.295836866,3.610917913,0.693147181,3.17805383,3.091042453,0
0,0,0,7.770645234,3.295836866,0,0.693147181,4.553876892,4.356708827,0
0,0,0,7.770645234,3.295836866,0,0.693147181,4.532599493,4.33073334,0
0,0,0,7.77148876,3.295836866,1.098612289,0.693147181,4.521788577,4.317488114,1
0,0,0,7.770645234,3.295836866,0.693147181,0.693147181,4.49980967,4.290459441,0
0,0,0,7.770645234,3.295836866,1.098612289,0.693147181,4.465908119,4.248495242,0
0,0,0,7.774015077,3.295836866,2.302585093,0.693147181,4.430816799,4.234106505,1
0,0,0,7.773594467,3.295836866,1.791759469,0.693147181,6.498282149,6.369900983,1
0,0,0,7.773594467,3.295836866,0.693147181,0.693147181,4.204692619,3.970291914,0
0,0,0,7.773594467,3.295836866,2.079441542,0.693147181,6.516193076,6.395261598,0
0,0,0,7.772752716,3.295836866,1.945910149,0.693147181,4.077537444,3.891820298,1
0,0,0,7.762596049,3.295836866,2.564949357,0.693147181,4.060443011,3.871201011,1
0,0.693147181,0.693147181,7.356279877,3.465735903,3.433987204,0.693147181,3.663561646,3.433987204,0
0,0,0,7.750184162,3.295836866,2.63905733,0.693147181,6.444131257,6.327936784,0
0,0,0,7.748891337,3.295836866,1.386294361,0.693147181,3.465735903,3.295836866,0
0,0,0,7.748460024,3.258096538,2.079441542,0.693147181,6.06610809,5.96870756,1
0,0,0,7.748028524,3.258096538,1.609437912,0.693147181,6.063785209,5.966146739,1
0,0.693147181,0.691541708,7.160069208,3.433987204,4.304065093,0.693147181,6.061456919,5.963579344,1
0,0,0,7.742402022,3.258096538,3.33220451,0.693147181,2.995732274,2.944438979,0
0,1.098612289,0.674446924,7.17395832,3.33220451,3.610917913,0.510825624,6.052089169,5.955837369,1
1.098612289,3.135494216,0.542728836,6.021550859,3.583518938,7.569411792,0.648695418,5.323009979,5.313205979,1
0,0,0,7.740229525,3.258096538,2.079441542,0.693147181,1.791759469,1.609437912,1
0,0.693147181,0.693147181,7.140056768,3.401197382,4.8978398,0.693147181,2.772588722,2.63905733,0
1.098612289,1.609437912,0.517447885,6.722389092,3.465735903,4.543294782,0.693147181,5.225746674,5.220355825,1
0,0,0,7.73587032,3.17805383,1.791759469,0.693147181,5.986452005,5.908082938,0
0,0,0,7.73587032,3.17805383,0.693147181,0.693147181,5.983936281,5.905361848,0
0,0,0,7.73587032,3.17805383,2.197224577,0.693147181,4.912654886,4.644390899,0
0,0,0,7.73587032,3.17805383,2.833213344,0.693147181,2.197224577,2.079441542,1
0,0,0,7.728855824,3.17805383,1.386294361,0.693147181,5.111987788,4.804021045,0
0,0,0,7.727975542,3.17805383,0.693147181,0.693147181,2.079441542,1.945910149,0
0,0,0,7.715123604,3.135494216,1.791759469,0.693147181,3.828641396,3.713572067,0
0,0,0,7.714677474,3.135494216,2.079441542,0.693147181,3.784189634,3.663561646,0
0,0,0,7.714677474,3.135494216,1.098612289,0.693147181,4.8978398,4.624972813,0
0,0,0,7.714677474,3.135494216,2.63905733,0.693147181,6.326149473,6.224558429,0
0,1.945910149,0.557294566,6.551488415,3.433987204,5.505331536,0.538996501,5.963579344,5.897153868,1
0,0,0,7.68294317,3.135494216,1.386294361,0.693147181,6.324358962,6.222576268,0
0,0,0,7.681099002,3.135494216,1.386294361,0.693147181,4.290459441,3.931825633,0
0,0.693147181,0.612669469,7.217443432,3.135494216,3.401197382,0.693147181,4.219507705,3.828641396,1
0,1.386294361,0.533468431,6.889082014,3.36729583,3.761200116,0.693147181,6.315358002,6.214608098,1
0,0,0,7.680637428,3.135494216,0.693147181,0.693147181,6.284134161,6.186208624,0
0,0,0,7.680637428,3.135494216,3.17805383,0.693147181,6.282266747,6.184148891,1
0,0,0,7.678788998,3.135494216,2.302585093,0.693147181,6.272877007,6.17586727,0
0,0,0,7.678788998,3.135494216,2.772588722,0.693147181,3.433987204,3.091042453,0
0,0,0,7.678788998,3.091042453,1.098612289,0.693147181,6.255750042,6.165417854,0
0,1.609437912,0.6546252,6.683360946,3.33220451,4.49980967,0.587786665,6.249975242,6.159095388,0
0,0,0,7.678788998,3.091042453,1.098612289,0.693147181,1.386294361,1.386294361,0
0,0,0,7.675081858,3.044522438,1.098612289,0.693147181,6.186208624,6.03068526,1
0,0,0,7.675081858,3.044522438,3.091042453,0.693147181,6.508769137,6.390240667,0
0,0,0,7.675081858,3.044522438,0,0.693147181,6.501289671,6.381816017,1
0,0,0,7.6666902,3.044522438,0.693147181,0.693147181,6.499787041,6.380122537,1
0,0,0,7.671360923,3.044522438,0.693147181,0.693147181,6.495265556,6.37502482,1
0,1.609437912,0.553482558,6.724553335,3.295836866,4.060443011,0.693147181,6.17586727,6.021023349,1
0,0,0,7.668093709,3.044522438,1.791759469,0.693147181,6.49375384,6.37331979,1
0,0,0,7.668093709,3.044522438,1.386294361,0.693147181,6.204557763,6.115892125,0
