ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
1,1,1,0,0.235294118,0,85,1,6,80,1,51,51,50,1
1,1,2,0.346268574,0.063569682,0.002444988,818,1,17,8,1,53,53,52,1
1,1,1,0,0.067677946,0.025670945,857,1,15,0,1,139,139,132,1
1,1,1,0,0.00132626,0.00132626,754,1,16,2,1,140,140,133,0
1,1,1,0,0.197674419,0.174418605,86,1,6,3,1,141,141,134,1
1,1,1,0,0.034883721,0.034883721,86,1,6,0,1,142,142,135,0
1,1,1,0,0.00132626,0.00132626,754,0,16,3,1,143,143,136,0
1,1,1,0,0.00132626,0.00132626,754,0,16,0,1,144,144,137,0
1,1,1,0,0.363241679,0.222865412,691,1,13,17,1,145,145,138,1
1,1,5,0.870281809,0.020588235,0.002941176,816,1,17,40,1,8,8,8,1
2,2,4,0,0,0,130.75,1,1,0,0.25,12,12,12,1
1,1,1,0,0.014318011,0,1327,1,11,1,1,146,146,139,0
1,1,1,0,0.003012048,0.002259036,1328,1,11,0,1,147,147,140,1
1,1,1,0,0.003773585,0.003773585,265,1,1,0,1,13,13,12,0
1,1,2,1,0.001384083,0.001384083,722.5,1,17,3,1,55,55,54,0
1,1,1,0,0.196153846,0.026923077,260,1,11,53,1,148,148,141,1
1,1,1,0,0,0,55,0,1,0,1,5,5,1,0
1,1,1,0,0.055555556,0.074074074,54,0,1,0,1,6,6,2,1
1,1,1,0,0.036363636,0,55,0,1,1,1,7,7,3,0
1,1,1,0,0.004968944,0.001242236,805,1,14,6,1,149,149,142,1
1,1,1,0,0.061538462,0.184615385,65,1,10,155,1,150,150,143,1
1,1,1,0,0.017156863,0.009803922,408,1,14,7,1,56,56,55,0
1,1,1,0,0.007662835,0.003831418,261,1,11,4,1,151,151,144,0
1,1,1,0,0.004219409,0.004219409,474,1,16,7,1,152,152,145,1
1,1,1,0,0,0,10,0,1,0,1,8,8,4,0
1,1,2,0.918295834,0.002823264,0.000564653,885.5,1,16,21,1,58,58,57,0
1,1,1,0,0.007633588,0.003816794,262,1,11,4,1,59,59,58,0
1,1,1,0,0.002109705,0.002109705,474,1,16,4,1,60,60,59,0
1,1,1,0,0.140893471,0.013745704,291,1,11,0,1,61,61,60,1
1,1,3,0.318636864,0.023267839,0.001034126,644.6666667,1,16,105,1,22,14.5,22,1
1,1,1,0,0.006557377,0,305,1,15,75,1,2,2,2,0
1,1,1,0,0.01734104,0.015895954,692,1,13,3,1,62,62,61,0
1,1,1,0,0.006557377,0.006557377,305,1,15,0,1,3,3,3,0
1,1,2,0.965636133,0.012987013,0.001236858,808.5,1,16,33,1,64,64,63,1
1,1,1,0,0.009276438,0.003710575,1078,1,16,5,1,14,14,13,0
1,1,1,0,1.4,2.65,20,1,1,12,1,9,9,5,1
1,1,1,0,0.005787037,0,864,1,16,3,1,15,15,14,0
1,1,1,0,0.306818182,0,352,1,11,9,1,65,65,64,1
1,1,1,0,0.001506024,0.001506024,1328,1,12,23,1,10,10,5,1
1,1,1,0,0.001506024,0,1328,1,12,0,1,11,11,6,0
1,1,2,0.985228136,0.00896861,0.006726457,223,1,10,148,0.5,13,13,8,1
1,1,1,0,0.040540541,0.027027027,74,1,7,111,1,153,153,146,1
1,1,3,1,0.055555556,0.027777778,24,1,10,1159,1,16,16,11,0
1,1,2,0.970950594,0.005020921,0.00334728,597.5,1,10,206,0.5,17,17,16,0
1,1,1,0,0.003636364,0.003636364,825,1,15,18,1,18,18,17,0
1,1,1,0,0.001157407,0.001157407,864,1,16,11,1,19,19,18,0
1,1,1,0,0.00245098,0.00245098,408,1,15,25,1,17,17,12,0
1,1,1,0,0.001322751,0.001322751,756,1,16,19,1,154,151,147,0
1,1,1,0,0.003278689,0.003278689,305,1,15,20,1,4,3.5,4,0
1,1,1,0,0.006928406,0,433,1,3,71,1,18,18,13,0
1,1,1,0,0.235294118,0.117647059,34,1,7,7,1,19,19,14,0
1,1,1,0,0.008498584,0.002832861,353,1,11,16,1,66,66,65,0
1,1,1,0,0.016949153,0.016949153,59,1,9,12,1,67,67,66,0
1,1,1,0,0.000927644,0.000927644,1078,1,16,20,1,68,68,67,0
1,1,1,0,0.013133208,0.003752345,533,1,7,86,1,69,69,68,1
1,1,1,0,0.003636364,0.003636364,825,1,15,7,1,20,20,19,0
1,1,1,0,0.05,0.05,20,0,1,19,1,20,20,6,0
1,1,1,0,0.25,0.2,20,1,1,0,1,21,21,7,1
1,1,1,0,0,0,13,1,1,0,1,70,70,1,1
1,1,1,0,0.739130435,0,23,0,1,0,1,71,71,2,1
1,1,1,0,0.1,0.1,20,0,2,1,1,72,72,3,1
1,1,1,0,0.043478261,0.043478261,23,0,1,3,1,73,73,4,1
1,1,1,0,0.005154639,0.00257732,388,1,9,17,1,5,4.5,5,0
1,1,1,0,0.006060606,0.006060606,825,1,16,5,1,6,5.5,6,1
1,1,1,0,0.003745318,0.001872659,534,1,8,5,1,7,6.5,7,1
1,1,1,0,0.001872659,0.001872659,534,1,8,0,1,155,149,148,1
1,1,1,0,0.013301088,0,827,1,16,0,1,74,74,69,0
1,1,1,0,0.024691358,0.024691358,81,1,10,429,1,21,21,20,0
1,1,1,0,0.080760095,0.06175772,842,1,16,0,1,156,150,149,1
1,1,1,0,0.064981949,0.003610108,277,1,2,40,1,157,151,150,0
1,1,1,0,0.002375297,0.002375297,842,1,16,1,1,75,75,70,0
1,1,1,0,0.018450185,0.010147601,1084,1,16,6,1,76,76,71,0
1,1,1,0,0.003558719,0.002372479,843,1,16,0,1,77,77,72,0
1,1,1,0,0.002767528,0.002767528,1084,1,16,0,1,23,15.5,23,0
1,1,1,0,0.001504891,0.003009782,1329,1,12,18,1,24,16.5,24,0
1,1,1,0,0.133333333,0.033333333,30,1,7,710,1,25,17.5,25,1
1,1,1,0,0.009222661,0.002635046,759,1,16,8,1,26,18.5,26,1
1,1,1,0,0.00245098,0.00245098,408,1,16,10,1,27,19.5,27,0
1,1,1,0,1.62244898,0.204081633,196,1,6,133,1,28,20.5,28,1
1,1,2,0.297472249,0.022900763,0.009329941,589.5,1,17,0,1,30,22.5,30,1
1,1,2,0.297472249,0.009425878,0.023136247,583.5,1,17,0,0.5,159,153,152,1
1,1,2,0.468995594,0.005602241,0,892.5,1,17,30,1,23,23,22,1
1,1,1,0,0.004728132,0.001182033,846,1,16,1,1,31,23.5,31,0
1,1,1,0,0.00942285,0,849,1,16,0,1,160,154,153,1
1,1,8,0.906405819,0.007593458,0.007009346,428,1,19,914,0.875,168,162,161,1
1,1,20,0.806234518,0.038242259,0.038242259,570.05,1,19,766,0.75,188,182,181,1
1,1,1,0,0.002635046,0.002635046,759,1,16,1,1,32,24.5,32,0
1,1,1,0,0.020928116,0.006369427,1099,1,16,2,1,33,25.5,33,1
1,1,1,0,0.00209205,0.00209205,478,1,16,2,1,34,26.5,34,1
1,1,1,0,0.003529412,0.002352941,850,1,16,2,1,35,27.5,35,0
1,1,1,0,0.056818182,0.034090909,88,1,7,48,1,24,24,23,1
1,1,1,0,0.069306931,0.01980198,202,1,6,4,1,36,28.5,36,1
1,1,1,0,0.023255814,0.046511628,86,1,8,1,1,37,29.5,37,0
1,1,1,0,0,0,0,0,1,0,1,85,85,80,0
1,1,1,0,2.504464286,0,224,0,1,0,1,85,85,80,0
1,1,6,0.617713927,0.084228516,0.013427734,682.6666667,0,19,203,0.833333333,85,85,80,0
1,1,1,0,0,0,0,0,1,0,1,94,94,89,0
1,1,1,0,1.842105263,0,76,0,1,0,1,94,94,89,0
1,1,7,0.666975457,0.051817289,0.014489194,581.7142857,0,18,486,1,94,94,89,0
1,1,1,0,0.018072289,0,166,0,2,0,1,95,95,90,0
1,1,1,0,0,0.036585366,164,0,2,0,1,96,96,91,0
1,1,2,0.650022422,0.008421053,0.004210526,237.5,1,18,49,1,39,31.5,39,1
1,1,1,0,0.00257732,0.00257732,388,1,10,8,1,40,32.5,40,0
1,1,1,0,0.001403509,0.001403509,1425,1,12,8,1,189,176.5,182,0
1,1,3,0.952684125,0.226415094,0.169811321,17.66666667,1,2,63,1,99,99,7,0
1,1,1,0,0.009150327,0,765,1,16,6,1,100,100,92,0
1,1,1,0,0.142857143,0.142857143,203,1,6,4,1,101,101,93,0
1,1,1,0,0.010526316,0.002339181,855,1,16,5,1,102,102,94,0
1,1,2,0.297472249,0.022765599,0.009274874,593,1,17,1,1,42,34,42,1
1,1,2,0.297472249,0.009369676,0.022998296,587,1,17,2,0.5,104,104,96,1
1,1,2,0.609840305,0.022804054,0.01097973,592,1,17,0,0.5,106,106,98,1
1,1,4,0.668010747,0.144584648,0.03785489,475.5,1,17,17,0.75,193,180.5,186,0
1,1,2,0.591672779,0.007021063,0.007021063,498.5,1,16,40,1,195,182.5,188,0
1,1,1,0,0,0,0,1,1,0,1,25,25,18,0
1,1,1,0,0,0,0,1,1,0,1,25,25,18,0
1,1,2,0.941664684,3.540540541,0,18.5,0,1,0,0.5,25,25,18,0
2,2,9,0.761075529,0.031338028,0.01971831,315.5555556,1,18,298,0.888888889,204,191.5,197,0
1,1,1,0,0.008976661,0.028725314,557,1,16,11,1,107,107,99,1
2,2,10,0.725405511,0.033937123,0.029148449,480.3,1,19,729,0.8,10,10,10,1
1,1,2,0.994030211,0.153846154,0.128205128,19.5,1,1,0,0.5,27,27,20,0
1,1,2,0.574635698,0.564102564,0.564102564,19.5,0,1,0,0.5,29,29,22,0
1,1,1,0,0.125,0.0625,32,1,1,0,1,30,30,23,0
1,1,1,0,0.013513514,0.001801802,1110,1,17,0,1,25,25,24,0
1,1,1,0,0.111111111,0,9,0,1,0,1,31,31,24,0
2,2,11,0.772061059,0.033242009,0.028310502,497.7272727,1,20,1706,0.727272727,215,202,210,0
1,1,1,0,0,0.00232288,861,1,17,12,1,216,203,205,0
1,1,3,0.835812745,0.013218099,0.009150991,655.6666667,1,19,24,0.666666667,219,206,208,0
1,1,6,0.594030273,0.02952603,0.018130018,643.5,1,17,209,0.666666667,113,113,105,0
1,1,1,0,0.001231527,0,812,1,17,1,1,11,11,10,1
1,1,1,0,0.03125,0.03125,32,1,1,0,1,32,32,25,0
1,1,1,0,0.001180638,0.001180638,847,1,17,2,1,114,114,106,1
1,1,1,0,0.001872659,0.001872659,534,1,8,14,1,115,115,107,1
1,1,1,0,0.001199041,0.001199041,834,1,17,3,1,116,116,108,0
1,1,1,0,0.017125838,0.000744602,1343,1,12,15,1,33,33,26,1
2,2,30,0.815987948,0.088319542,0.031667728,418.9333333,1,20,4763,0.7,249,236,244,0
2,2,11,0.84405648,0.031332655,0.016683622,446.8181818,1,19,1216,0.727272727,127,127,119,0
1,1,1,0,0,0,0,1,1,0,1,135,45.16666667,131,0
1,1,1,0,1.957303371,0,1335,1,1,0,1,135,45.16666667,131,0
1,1,2,1,0.005540166,0.005540166,180.5,1,2,0,0.5,251,238,238,0
2,2,6,0.445079874,0.113054341,0.021861337,533.6666667,1,19,163,0.833333333,31,31,31,1
1,1,1,0,0.001199041,0.001199041,834,1,17,0,1,32,32,30,0
1,1,1,0,0.05,0.05,20,0,3,11,1,34,34,8,1
2,2,4,0.893563293,0.021428571,0.019047619,210,1,7,318,0.5,131,131,123,1
1,1,3,0.852422965,0.008934708,0.004123711,970,1,18,27,0.333333333,138,48.16666667,134,0
1,1,1,0,0.023255814,0.023255814,86,1,8,17,1,252,239,239,0
2,2,2,1,0.009803922,0.009803922,102,1,5,6,0.5,254,241,249,0
1,1,1,0,0.023781213,0.043995244,841,1,17,9,1,12,12,11,1
1,1,1,0,0.210843373,0.087349398,332,1,15,23,1,8,7.5,8,1
1,1,1,0,0.085526316,0.111842105,152,1,14,24,1,255,240,241,0
1,1,1,0,0.007151371,0.011918951,839,1,17,2,1,256,241,242,1
3,3,17,0.668147471,0.078567749,0.027434312,456.7058824,1,19,1143,0.529411765,155,59.66666667,151,0
1,1,1,0,0.002242152,0,1338,0,1,0,1,156,60.66666667,148,0
1,1,27,0.809883441,0.05840708,0.051712197,481.2962963,1,20,2007,0.814814815,283,268,269,0
2,2,24,0.812655488,0.080294593,0.081552003,463.9166667,1,20,2328,0.666666667,180,84.66666667,175,0
1,1,15,0.746358596,0.023342355,0.024018945,591.2,1,19,588,0.866666667,195,98.75,185,0
1,1,7,0.74804514,0.007224423,0.013749709,613,1,19,182,0.857142857,202,105.75,192,0
1,1,1,0,0.034482759,0.022988506,87,1,8,21,1,203,106.75,193,0
1,1,11,0.888032777,0.020166074,0.01107157,229.9090909,1,20,1891,0.909090909,214,117.75,204,0
1,1,1,0,0.002444988,0.002444988,409,1,16,17,1,132,132,121,0
1,1,2,0.88546529,0.07278481,0.080168776,474,1,12,179,1,216,119.75,206,0
1,1,1,0,0.055288462,0.028846154,416,1,17,1,1,13,13,12,0
1,1,1,0,0.006696429,0.000744048,1344,1,13,8,1,14,14,13,1
1,1,1,0,0.007226739,0.003613369,1107,1,17,15,1,33,33,31,0
1,1,1,0,0.00744879,0.001862197,537,1,10,12,1,34,34,32,0
1,1,1,0,0.005154639,0.005154639,388,1,11,20,1,35,35,33,1
1,1,1,0,0.062801932,0.019323671,207,1,9,15,1,36,36,34,1
1,1,1,0,0.009489917,0.007117438,843,1,17,2,1,284,268,270,1
1,1,1,0,0.012150668,0.006075334,823,0,17,16,1,217,120.75,207,0
1,1,1,0,0.014723926,0.019631902,815,0,17,16,1,218,121.75,208,0
1,1,1,0,0.026699029,0.014563107,824,0,17,16,1,219,122.75,209,0
1,1,10,0.802045651,0.02917232,0.024084125,589.6,1,19,394,0.8,229,132.75,219,0
1,1,1,0,0.009070295,0.006802721,441,1,3,9,1,37,37,35,1
1,1,1,0,0.041176471,0.011764706,340,1,15,5,1,9,8.5,9,0
2,2,23,0.803651859,0.021800281,0.01607394,432.7826087,1,20,1635,0.695652174,252,154,247,0
1,1,1,0,0.081490105,0.052386496,859,0,17,20,1,253,155,242,0
1,1,1,0,0.012048193,0,83,1,12,20,1,15,15,14,1
1,1,1,0,0.012048193,0.012048193,83,1,12,0,1,16,16,15,1
1,1,1,0,0.063337393,0.040194884,821,1,17,19,1,133,133,122,1
1,1,1,0,0.2,0.1,10,0,1,0,1,35,35,27,0
1,1,1,0,0.05,0.05,20,0,4,37,1,36,36,9,0
1,1,1,0,0.05,0.05,20,1,4,37,1,37,37,10,0
1,1,1,0,0.05,0.05,20,1,4,37,1,38,38,11,0
1,1,1,0,0.177083333,0.166666667,96,1,3,0,1,1,1,1,0
1,1,8,0.831614349,0.008572493,0.006895266,670.75,1,19,615,0.875,9,9,9,0
1,1,1,0,0.090909091,0,11,0,1,0,1,39,39,28,0
1,1,2,0.503258335,0.170212766,0.021276596,23.5,1,1,0,0.5,41,41,30,0
1,1,1,0,0,1.071428571,14,1,2,25,1,134,134,8,0
1,1,2,0.977417818,0.00274223,0.005027422,1094,1,18,14,1,18,18,17,1
1,1,1,0,0.027777778,0,36,1,1,0,1,42,42,31,0
1,1,1,0,0.001219512,0.002439024,820,1,18,5,1,19,19,18,1
3,3,3,0.630929754,0.009118541,0,219.3333333,0,8,913,0.666666667,287,271,285,0
1,1,1,0,0,0,10,0,3,69,1,288,272,5,0
1,1,1,0,0.007017544,0.011695906,855,1,18,83,1,289,273,272,0
1,1,1,0,0.001219512,0.001219512,820,1,18,0,1,20,20,19,0
1,1,1,0,0.086092715,0.112582781,151,1,15,144,1,290,274,273,0
1,1,1,0,0.007540057,0.003770028,1061,1,18,93,1,291,275,274,0
1,1,1,0,0.007532957,0.001883239,531,1,10,171,1,292,276,275,0
1,1,1,0,0.005167959,0.005167959,387,1,11,151,1,293,277,276,0
1,1,1,0,0.012195122,0,82,1,12,486,1,294,278,277,0
1,1,1,0,0.00132626,0.00132626,754,0,18,83,1,295,279,278,0
1,1,2,0.99323382,0.026824034,0.006437768,466,1,18,170,1,11,11,11,0
1,1,1,0,0.002707581,0.000902527,1108,1,18,10,1,296,280,279,0
1,1,1,0,0.004728132,0.002364066,846,1,18,3,1,297,281,280,0
1,1,1,0,0.002369668,0.004739336,844,0,18,0,1,298,282,281,1
1,1,1,0,0.025,0.025,40,1,9,96,1,299,283,282,0
1,1,1,0,0.006578947,0.006578947,152,1,15,12,1,300,284,283,0
1,1,1,0,0.005865103,0.002932551,341,1,15,8,1,301,285,284,1
1,1,1,0,0.001199041,0.001199041,834,0,18,18,1,12,12,12,0
1,1,1,0,0.002398082,0.002398082,834,1,18,0,1,13,13,13,0
1,1,2,0.018847175,0.228301887,0.830188679,530,1,20,38,1,44,36,44,1
1,1,14,0.260322074,0.048508946,0.126441352,538.9285714,0,21,870,0.714285714,267,169,256,0
1,1,1,0,0,1.071428571,14,0,3,41,1,268,170,2,0
1,1,1,0,0.002267574,0.002267574,441,1,3,11,1,38,38,36,0
1,1,1,0,0.013392857,0.011904762,1344,1,1,0,1,269,171,257,0
1,1,1,0,0.016949153,0.008474576,118,1,7,29,1,14,14,14,0
1,1,1,0,0.101851852,0.009259259,432,1,17,14,1,302,286,285,1
1,1,1,0,0.105515588,0.009592326,417,1,17,101,1,303,287,286,0
1,1,2,1,0.05,0.016666667,60,1,8,726,1,11,10.5,11,1
1,1,1,0,0.001846722,0.001846722,1083,1,5,40,1,304,288,287,0
2,2,4,1,0.005738881,0.005738881,174.25,1,5,132,0.75,48,40,48,1
1,1,1,0,0.001445087,0.001445087,692,1,8,41,1,305,289,288,0
1,1,1,0,0.056818182,0.034090909,88,1,8,89,1,306,287,289,0
2,2,3,0.995854938,0.015080113,0.027332705,353.6666667,1,9,107,0.666666667,137,133.5,128,1
1,1,1,0,0.0125,0.0125,80,1,9,45,1,39,39,37,1
1,1,1,0,0.002232143,0.000744048,1344,1,14,12,1,40,40,38,0
1,1,2,1,0.001191185,0.001191185,839.5,1,20,19,1,139,133,126,0
1,1,1,0,0.2,0.066666667,15,0,3,17,1,140,133,9,1
3,3,21,0.800379136,0.009292352,0.005616257,466.3333333,0,20,2739,0.714285714,290,190.25,286,0
1,1,1,0,0.017814727,0,842,1,18,12,1,307,271,290,0
1,1,1,0,0.018610422,0,806,1,18,111,1,308,272,291,0
1,1,1,0,0.004618938,0.002309469,433,1,17,18,1,309,273,292,0
1,1,1,0,0.004784689,0.002392344,418,1,17,119,1,310,274,293,0
3,3,30,0.451826458,0.06146654,0.094710415,385.0333333,1,21,3805,0.7,320,220.25,316,0
1,1,2,0.738284866,0.008121827,0.004060914,985,1,19,96,0.5,322,222.25,304,0
1,1,1,0,0.002366864,0,845,1,18,13,1,311,275,294,0
1,1,2,0.992111692,0.048830112,0.053407935,983,1,19,87,1,324,224.25,306,0
2,2,11,0.905515581,0.014105986,0.010293557,476.9090909,0,20,776,0.727272727,335,235.25,327,0
1,1,3,0.579380164,0.093619972,0,480.6666667,1,14,596,0.666666667,143,133.5,129,1
1,1,1,0,0.036599764,0.034238489,847,1,18,5,1,312,276,295,1
1,1,1,0,0.004819277,0.004819277,830,1,18,29,1,43,43,32,0
2,2,40,0.759072533,0.072615296,0.09166428,349.1,0,21,7152,0.75,375,275.25,367,0
2,2,38,0.769776151,0.091828682,0.072745534,366.8157895,1,21,6565,0.763157895,413,313.25,405,0
1,1,1,0,0.5,0,26,1,7,197,1,12,11.5,12,0
2,2,36,0.796343141,0.042985029,0.098317642,359.9444444,0,21,7435,0.694444444,449,349.25,441,0
2,2,33,0.816160319,0.095681562,0.04183252,403.4848485,1,21,6840,0.727272727,482,382.25,474,0
2,2,33,0.816160319,0.043215145,0.098843975,390.5757576,0,21,6840,0.727272727,515,415.25,507,0
2,2,33,0.816160319,0.095681562,0.04183252,403.4848485,0,21,6840,0.727272727,548,448.25,540,0
1,1,1,0,0.5,0,26,0,7,660,1,549,449.25,520,0
1,1,1,0,0.022304833,0,1076,1,18,136,1,313,268.5,296,0
1,1,1,0,0.021371327,0,1123,1,18,43,1,314,269.5,297,0
1,1,1,0,0.009234828,0,758,1,18,130,1,550,450.25,521,0
1,1,1,0,0.004705882,0.001176471,850,1,18,22,1,144,129,130,1
1,1,7,0.56092722,0.027104137,0.034058488,801.1428571,0,20,681,0.857142857,557,457.25,528,0
1,1,1,0,0.014362657,0.019748654,557,0,10,87,1,558,458.25,529,0
1,1,2,0.66319684,0.013820336,0.000493583,1013,0,19,152,0.5,560,460.25,531,0
1,1,3,0.940001721,0.069233617,0.025175861,900.3333333,1,20,239,0.666666667,563,463.25,534,0
1,1,1,0,0.001490313,0.000745156,1342,0,1,0,1,564,464.25,535,0
1,1,1,0,0.000728863,0.000728863,1372,1,14,35,1,145,126.5,131,0
1,1,1,0,0.001448226,0.00724113,1381,0,14,82,1,565,465.25,536,0
1,1,1,0,0,0.11627907,43,1,2,37,1,566,466.25,537,0
1,1,1,0,0.277777778,0.111111111,18,1,8,98,1,567,467.25,538,0
1,1,3,0.903213977,0.004267425,0.0056899,468.6666667,0,18,829,1,570,470.25,541,0
2,2,38,0.907421027,0.019176598,0.007475623,242.8947368,1,21,3580,0.842105263,352,296.5,345,1
1,1,1,0,0.073153899,0.000690131,1449,0,14,86,1,571,471.25,542,0
1,1,8,0.685327593,0.016038882,0.012879708,514.375,1,21,1281,1,579,479.25,550,0
1,1,16,0.760777157,0.018308351,0.017665953,583.75,1,20,2098,0.75,595,495.25,566,0
2,2,38,0.914054199,0.018813158,0.006772737,244.7894737,0,21,9020,0.763157895,633,533.25,625,0
1,1,1,0,0.002366864,0.003550296,845,1,18,83,1,634,534.25,602,0
1,1,1,0,0.00239521,0.001197605,835,1,19,3,1,1,1,1,0
1,1,2,0.371232327,0.007692308,0.00887574,845,1,19,3,1,3,3,3,1
1,1,1,0,0.001182033,0.001182033,846,1,19,3,1,4,4,4,0
2,2,2,1,0.086956522,0.065217391,46,1,5,6,0.5,6,6,6,0
2,2,18,0.826204968,0.046387252,0.067452521,509,1,21,3118,0.777777778,652,552.25,644,0
1,1,1,0,0.002923977,0,342,1,15,104,1,653,553.25,620,0
1,1,8,0.879713208,0.003620565,0.004344678,690.5,1,21,677,0.875,14,14,13,0
1,1,2,0.314068187,0.06304648,0.075011505,1086.5,1,15,208,1,655,555.25,622,0
1,1,1,0,1.25,0.7,40,0,4,6,1,49,38.16666667,48,1
1,1,1,0,0,0,0,0,9,6,1,50,39.16666667,49,0
1,1,1,0,0.001457726,0.001457726,1372,1,15,11,1,44,44,33,0
1,1,12,0.766854763,0.022901961,0.031529412,531.25,0,22,1385,0.666666667,667,567.25,634,0
1,1,1,0,0.004660453,0.002663116,1502,1,15,93,1,668,568.25,635,0
1,1,2,0.517961871,0.062992126,0.062992126,444.5,1,20,17,1,52,41.16666667,51,1
1,1,6,0.781190777,0.007042254,0.017354125,662.6666667,1,21,167,1,46,46,44,1
1,1,1,0,0,0,0,1,12,11,1,47,47,45,0
2,2,41,0.800417597,0.028489306,0.020120044,288.5121951,0,22,10034,0.731707317,709,609.25,701,0
1,1,1,0,0.155797101,0.072463768,552,1,3,805,1,146,126.5,2,0
1,1,1,0,0.616438356,0.479452055,73,1,10,12,1,147,127.5,132,1
1,1,1,0,0.013513514,0,74,1,11,0,1,15,15,14,1
1,1,1,0,0.03024911,0,562,1,17,12,1,16,16,15,0
1,1,1,0,0.010416667,0.010416667,96,1,3,0,1,15,15,15,0
1,1,1,0,0.002915452,0,343,1,16,13,1,13,12.5,13,1
1,1,2,0.794490107,0.064422519,0.005803831,861.5,1,21,8,0.5,49,49,47,1
1,1,1,0,0.006097561,0.042682927,492,1,10,114,1,353,296,333,0
1,1,7,0.846075574,0.016013384,0.001434034,597.7142857,1,21,144,0.571428571,23,23,22,1
2,2,14,0.754187029,0.043114543,0.016087516,555,0,22,3107,0.785714286,723,623.25,687,0
1,1,1,0,0.010064702,0,1391,1,15,0,1,45,45,34,1
3,3,22,0.815714726,0.058696694,0.034379492,379.4545455,0,22,4898,0.863636364,745,645.25,737,0
1,1,1,0,0.876777251,1.725118483,211,1,17,3,1,53,42.16666667,52,1
1,1,1,0,0.004514673,0,443,1,5,16,1,24,24,23,0
1,1,1,0,0.002257336,0.002257336,443,1,5,0,1,25,25,24,0
1,1,5,0.699936181,0.014051522,0.022638564,512.4,1,22,112,1,30,30,29,1
2,2,7,0.970835763,0.003658537,0.003658537,351.4285714,1,21,241,0.714285714,360,302,353,1
1,1,1,0,0.002247191,0.004494382,445,1,7,116,1,361,303,340,0
1,1,1,0,0.045454545,0.009090909,110,1,5,0,1,362,304,341,0
1,1,1,0,0.000718907,0.000718907,1391,0,15,4,1,31,31,30,0
2,2,9,0.650241612,0.086558045,0.070773931,218.2222222,0,19,2117,0.555555556,24,24,24,0
1,1,2,0.813914894,0.425968109,0.085421412,439,0,19,281,1,26,26,22,0
1,1,19,0.617359125,0.108257606,0.07915185,399.6315789,0,21,3658,0.842105263,46,46,42,0
1,1,1,0,0.071428571,0.071428571,14,0,10,745,1,46,46,42,0
1,1,1,0,0,0,0,0,10,127,1,54,54,50,0
1,1,7,0.403875599,0.172955975,0.429245283,363.4285714,0,21,1782,1,54,54,50,0
1,1,4,0.743305647,0.104462475,0.034482759,246.5,0,19,1371,1,58,58,54,0
1,1,10,0.815130257,0.056622851,0.039433771,98.9,0,20,4381,1,69,69,65,0
1,1,1,0,0.116504854,0.077669903,103,0,8,275,1,69,69,65,0
1,1,1,0,0.155797101,0.072463768,552,0,5,830,1,70,70,1,0
1,1,2,0.453716339,0.114285714,0.485714286,17.5,0,5,251,1,72,72,2,0
1,1,1,0,0.00462963,0.002314815,864,1,19,133,1,73,73,66,0
1,1,1,0,0.038167939,0.164122137,262,0,3,0,1,74,74,67,0
1,1,1,0,0,0.011538462,260,0,3,0,1,75,75,68,0
1,1,1,0,0.035410765,0.015580737,1412,1,15,4,1,363,297.5,342,0
2,2,12,0.946606327,0.042738971,0.143841912,181.3333333,1,22,286,0.916666667,43,43,43,1
1,1,4,0.951986362,0.0070205,0.00758214,890.25,1,20,21,1,47,47,45,0
1,1,2,0.983129336,0.278529981,0.088974855,517,1,19,26,1,365,297,344,1
1,1,1,0,0.015625,0,64,1,13,0,1,366,298,345,1
1,1,2,0.983793995,0.094845361,0.297938144,485,1,19,0,1,368,300,347,1
1,1,4,0.610137959,0.069811321,0.080503145,397.5,1,21,27,1,51,51,49,1
1,1,1,0,0.013342697,0,1424,1,15,1,1,46,44,35,1
1,1,1,0,0.000702247,0.000702247,1424,1,15,0,1,47,45,36,0
1,1,1,0,0.001404494,0.001404494,1424,1,15,0,1,48,46,37,0
1,1,1,0,0.001404494,0.000702247,1424,1,15,2,1,369,301,348,0
1,1,1,0,0.000702247,0.000702247,1424,1,15,0,1,370,302,349,0
2,2,7,0.970835763,0.003639304,0.003639304,353.2857143,1,21,76,0.428571429,377,309,370,1
1,1,1,0,0.004807692,0.004807692,208,1,17,7,1,148,124,133,1
1,1,2,0.811278124,0.116303219,0.116303219,481.5,1,19,8,1,55,43.5,54,1
1,1,1,0,0.875,2.25,24,1,6,31,1,56,44.5,55,1
1,1,1,0,0.00204499,0.00204499,489,1,18,20,1,57,45.5,56,0
1,1,1,0,0.482758621,0.379310345,29,1,11,20,1,58,46.5,57,1
2,2,3,0.770097148,0.115808824,0.045955882,181.3333333,1,6,42,0.333333333,54,54,54,1
2,2,28,0.78574578,0.092774531,0.138913071,287.1785714,0,22,6767,0.678571429,773,673.25,763,0
2,2,29,0.797363531,0.092212075,0.129756469,271.862069,0,22,7654,0.793103448,802,702.25,792,0
1,1,1,0,0.590909091,0.772727273,22,1,5,39,1,59,47.5,58,1
1,1,1,0,1.073684211,2.673684211,190,1,13,23,1,60,48.5,59,1
1,1,1,0,0.071428571,0.019480519,154,1,16,25,1,55,55,52,1
1,1,1,0,0.006666667,0.002222222,900,1,19,10,1,56,56,53,1
1,1,1,0,0.003329634,0,901,1,19,0,1,57,57,54,0
