commitdate,ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
26/6/2003 14:06,1,1,1,0,0.095890411,0.082191781,73,1,3,3,1,656,600,655,0
27/6/2003 7:15,1,1,1,0,0.020408163,0.013605442,147,1,3,3,1,131,127,131,0
27/6/2003 12:26,1,1,1,0,0,0,84,1,1,0,1,5307,4018,5272,0
27/6/2003 12:26,1,6,9,0.64801833,0.284487693,0.373211219,194.1111111,1,5,95,0.555555556,5307,4018,5272,1
27/6/2003 12:48,1,1,1,0,0,0,8,0,1,0,1,5314,4025,5279,0
27/6/2003 12:48,1,2,6,0.616968589,0.149059334,0.403762663,115.1666667,0,4,27,0.5,5314,4025,5279,0
27/6/2003 12:58,1,1,1,0,0.01399689,0.026438569,643,0,4,0,1,5315,4026,5280,0
27/6/2003 13:43,1,1,1,0,0,0,44,0,1,0,1,5322,4033,5287,0
27/6/2003 13:43,1,2,2,0.232289379,0.427480916,0.278625954,131,0,4,52,1,5317,4028,5282,0
27/6/2003 13:43,1,1,1,0,0.038251366,0.043715847,183,0,2,0,1,5323,4034,5288,0
27/6/2003 13:43,1,4,4,0.668944258,0.177057357,0.211970075,100.25,0,3,115,1,5322,4033,5287,0
27/6/2003 13:53,1,2,2,0.596743515,0.2,0.214285714,175,0,3,111,1,5325,4036,5290,0
27/6/2003 14:11,1,1,2,0.985228136,0.066037736,0,53,0,2,2,0.5,5327,4038,5292,0
27/6/2003 14:33,1,1,2,0,0,0,60,0,1,0,0.5,5338,4049,5303,0
27/6/2003 14:33,1,5,9,0.774997763,0.135135135,0.068033551,119.2222222,0,4,231,0.888888889,5336,4047,5301,1
27/6/2003 17:37,1,1,1,0,0.311111111,0.111111111,45,0,2,7,1,5339,4050,5304,1
28/6/2003 8:41,1,1,4,0.991118359,0.12033195,0.012448133,60.25,0,1,46,0.5,5343,4053.5,5308,0
29/6/2003 6:58,1,1,1,0,0.078651685,0.08988764,178,0,2,2,1,371,362,371,0
29/6/2003 6:59,1,1,1,0,0.024590164,0.049180328,244,0,2,2,1,372,363,372,0
29/6/2003 7:10,1,1,1,0,0.025641026,0.005128205,195,0,3,5,1,657,599,656,0
29/6/2003 7:42,1,3,3,0.039939869,0.738510301,0.703645008,210.3333333,1,5,95,1,660,602,659,1
29/6/2003 9:47,1,1,1,0,0.02247191,0.151685393,178,1,3,16,1,373,364,373,1
29/6/2003 13:15,1,1,1,0,0.165680473,0.177514793,338,0,3,5,1,5344,4053,5309,0
29/6/2003 13:16,1,1,2,0.642255941,0.160583942,0.755474453,137,1,4,4,1,5347,4056,5312,0
29/6/2003 13:16,1,1,1,0,0.111111111,0.648148148,54,0,1,9,1,5345,4054,5310,0
30/6/2003 5:10,1,1,1,0,0.005102041,0,196,1,3,1,1,661,603,660,0
30/6/2003 5:34,1,3,3,0.579380164,0.007220217,0.014440433,92.33333333,0,4,201,1,376,367,376,0
30/6/2003 5:39,1,2,3,0.897758802,0.390243902,0.211382114,82,0,2,9,0.666666667,5350,4049,5315,0
30/6/2003 5:49,1,1,2,0.849751137,0.014705882,0.12745098,102,0,3,102,0.5,378,369,378,0
30/6/2003 5:52,1,1,1,0,0,0.004901961,204,0,3,10,1,379,370,379,0
30/6/2003 5:54,1,1,1,0,0.125,0.541666667,24,0,2,83,1,380,371,380,0
30/6/2003 5:55,1,1,1,0,0.010526316,0.021052632,95,0,2,69,1,381,372,381,0
30/6/2003 5:57,1,1,1,0,0,0.004048583,247,0,2,10,1,382,373,382,0
30/6/2003 5:58,1,2,2,0,1,3.444444444,4.5,0,2,158,1,384,375,384,0
30/6/2003 6:21,1,1,1,0,0.022222222,0.044444444,225,0,4,0,1,5351,4050,5316,0
30/6/2003 6:21,1,1,2,0.912734156,0.330188679,0.820754717,53,0,2,0,0.5,5353,4052,5318,0
30/6/2003 6:49,1,1,1,0,0,0.063973064,297,0,4,6,1,385,376,385,0
30/6/2003 6:51,1,1,5,0.682606194,9,0,0,0,3,516,0.8,390,381,390,0
30/6/2003 14:04,1,2,3,0,0.004291845,0.034334764,77.66666667,0,4,151,0.666666667,664,606,663,0
30/6/2003 15:02,1,1,1,0,0.575,1.025,40,0,3,1,1,391,382,391,0
1/7/2003 9:22,1,3,4,0.710655826,0.122775801,0.008896797,140.5,0,4,10,0.75,135,131,135,0
1/7/2003 10:45,1,1,2,0.41381685,0.058219178,0.023972603,146,0,4,1,1,137,133,137,1
2/7/2003 6:36,1,1,2,1,0.032520325,0,61.5,0,4,38,1,139,135,139,0
2/7/2003 6:40,1,75,152,0.912890266,0.026742353,0.017723116,104.3092105,0,6,4018,0.368421053,291,287,291,1
2/7/2003 6:53,1,1,1,0,0.0591133,0,203,1,3,2,1,292,288,292,0
2/7/2003 7:09,1,1,1,0,0.081896552,0.086206897,232,1,4,2,1,293,289,293,0
3/7/2003 7:19,1,4,8,0.41898153,0.387333333,0.060666667,187.5,0,4,410,0.5,5376,4037.5,5341,0
3/7/2003 7:19,1,3,15,0,0,0,16.6,0,1,0,0.066666667,5376,4037.5,5341,1
3/7/2003 7:34,1,2,4,0.798708423,0.098712446,0.030042918,58.25,0,3,0,0.5,5380,4041.5,5345,1
3/7/2003 10:48,1,3,10,0,0,0,20.5,0,1,0,0.1,5406,4067.5,5371,0
3/7/2003 10:48,1,9,16,0.43843235,0.151074151,0.216909217,90.1875,0,6,1146,0.6875,5406,4067.5,5371,1
3/7/2003 11:20,1,2,6,0.835322941,0.417391304,0.095652174,19.16666667,0,2,0,0.333333333,5412,4073.5,5377,1
4/7/2003 6:37,1,1,4,0.950049378,0.738095238,0.107142857,42,0,4,260,1,5416,4066.5,5381,0
4/7/2003 6:38,1,1,1,0,0,0,0,0,2,143,1,5423,4073.5,5388,0
4/7/2003 6:38,1,1,6,0,0,0,9,0,1,0,0.166666667,5423,4073.5,5388,0
5/7/2003 9:40,1,3,3,0.770736595,0.251082251,0.303030303,77,1,3,203,1,5426,4073.5,5391,0
5/7/2003 9:41,1,1,1,0,0.008547009,0,234,1,4,3,1,5427,4074.5,5392,0
5/7/2003 9:42,1,1,1,0,0.019851117,0.004962779,403,0,3,3,1,5428,4075.5,5393,0
5/7/2003 9:44,1,2,4,0.645418373,0.928571429,0.183673469,24.5,0,2,150,0.75,5432,4079.5,5397,1
5/7/2003 11:50,1,2,2,0.933025295,0.43373494,0.084337349,41.5,1,2,0,0.5,5434,4081.5,5399,0
5/7/2003 12:44,1,5,7,0.735794292,0.074873096,0.024111675,112.5714286,1,4,294,0.857142857,5442,4089.5,5407,1
5/7/2003 12:44,1,1,1,0,0,0,55,1,1,0,1,5442,4089.5,5407,0
6/7/2003 10:03,1,3,6,0.757377973,0.062240664,0.019709544,160.6666667,1,4,11,0.833333333,5448,4095,5413,0
6/7/2003 16:58,1,7,10,0.734090248,0.126349892,0.041576674,185.2,0,5,154,0.7,5461,4108,5426,0
6/7/2003 16:58,1,3,3,0,0,0,93.66666667,0,1,0,0.333333333,5461,4108,5426,0
8/7/2003 6:30,1,1,1,0,0.039325843,0.050561798,178,0,3,2,1,5462,4108.5,5427,0
9/7/2003 10:38,1,1,1,0,0.103225806,0.167741935,155,1,2,66,1,5463,4109.5,5428,0
9/7/2003 10:41,1,5,5,0.783012605,0.185840708,0.118584071,113,0,5,55,0.8,298,294,298,1
9/7/2003 10:45,1,1,1,0,0.078313253,0.093373494,332,1,4,7,1,5464,4110.5,5429,1
9/7/2003 10:49,1,1,1,0,0.288888889,0.155555556,45,1,2,7,1,5465,4111.5,5430,0
9/7/2003 11:14,1,1,1,0,0.03125,0.03125,32,1,1,154,1,5466,4112.5,5431,0
9/7/2003 11:29,1,1,1,0,0.527272727,0.309090909,55,1,4,7,1,5467,4113.5,5432,0
9/7/2003 12:52,1,1,1,0,0.006006006,0.003003003,333,0,4,0,1,5468,4114.5,5433,0
9/7/2003 12:53,1,1,1,0,0.097560976,0.097560976,123,1,1,154,1,5469,4115.5,5434,0
9/7/2003 12:53,1,1,1,0,0.023648649,0.010135135,296,0,4,7,1,5470,4116.5,5435,0
9/7/2003 12:55,1,4,5,0.864848182,0.035688274,0.054624909,274.6,0,4,15,0.4,5475,4121.5,5440,1
10/7/2003 9:37,1,2,3,0.952270229,0.80952381,0.158730159,42,1,3,21,0.333333333,301,297,301,0
10/7/2003 15:54,1,1,1,0,1.888888889,0,27,1,1,18,1,5476,4119,5441,0
11/7/2003 6:35,1,1,1,0,0.005586592,0.005586592,179,1,2,12,1,392,357.5,392,0
11/7/2003 6:37,1,1,2,0.997348798,1.333333333,0.041666667,48,0,2,14,0.5,303,299,303,0
11/7/2003 11:02,1,3,5,0.372256014,0.962,0.968,100,0,2,548,0.6,309,305,309,1
11/7/2003 11:02,1,1,1,0,0,0,32,0,1,0,1,309,305,309,0
12/7/2003 9:39,1,1,1,0,0.004347826,0.030434783,230,0,5,7,1,393,358.5,393,0
12/7/2003 9:44,1,1,1,0,0.035242291,0.127753304,227,0,5,0,1,394,359.5,394,0
13/7/2003 4:32,1,3,4,0.754850983,0.03820598,0.088039867,150.5,0,4,60,0.75,5480,4099.5,5445,0
13/7/2003 4:47,1,1,1,0,0.01459854,0.01459854,137,0,3,16,1,5481,4100.5,5446,0
13/7/2003 4:48,1,1,1,0,0.170212766,0.021276596,188,1,2,10,1,5482,4101.5,5447,0
13/7/2003 8:46,1,3,3,0.622365973,0.051546392,0.041237113,32.33333333,0,3,40,0.666666667,397,362.5,397,0
13/7/2003 10:29,1,1,1,0,0.148387097,0.116129032,155,1,3,11,1,5483,4102.5,5448,0
13/7/2003 11:05,1,4,6,0.855966689,0.016678249,0,239.8333333,1,5,185,0.833333333,5489,4108.5,5454,0
13/7/2003 11:55,1,1,2,1,0,0.010928962,91.5,0,4,0,0.5,5491,4110.5,5456,0
13/7/2003 13:23,1,1,1,0,0.076923077,0.095022624,221,1,4,20,1,398,363.5,398,1
13/7/2003 16:38,1,1,1,0,0.11827957,0.086021505,93,1,5,11,1,58,58,58,1
14/7/2003 6:59,1,1,1,0,0.315789474,0.242105263,95,1,5,1,1,399,364.5,399,0
14/7/2003 17:42,1,1,1,0,0.52,0.032,125,1,5,0,1,59,59,59,1
15/7/2003 9:39,1,1,1,0,0.013605442,0.06122449,294,1,4,18,1,400,365.5,400,0
15/7/2003 9:56,1,1,1,0,0.024734982,0.102473498,283,0,4,0,1,401,366.5,401,0
15/7/2003 10:23,1,3,3,0,0.004255319,0.336170213,78.33333333,0,3,120,1,5494,4111,5459,0
15/7/2003 10:25,1,1,1,0,0.072463768,0.004830918,207,1,3,29,1,5495,4112,5460,0
15/7/2003 10:27,1,2,3,0.813986034,0.118466899,0.257839721,191.3333333,1,5,15,1,5498,4115,5463,1
15/7/2003 10:30,1,1,2,0,0,0,68,0,1,0,0.5,5500,4117,37,1
15/7/2003 12:16,1,1,1,0,0.095238095,0.040816327,147,0,4,65,1,310,306,310,0
15/7/2003 13:20,1,1,12,0,0,0,32.5,0,1,0,0.083333333,5512,4129,49,1
15/7/2003 13:21,1,1,1,0,0,0,0,0,1,30,1,5513,4130,50,0
15/7/2003 16:08,1,1,1,0,0.033149171,0,181,1,4,16,1,60,60,60,0
16/7/2003 7:16,1,3,3,0.701443031,0.12267658,0.401486989,89.66666667,1,4,97,0.666666667,5516,4133,5466,0
16/7/2003 9:58,1,1,1,0,0.335664336,0.433566434,143,1,4,14,1,5517,4134,5467,0
16/7/2003 10:05,1,1,1,0,0.003533569,0.003533569,283,1,4,1,1,5518,4135,5468,0
16/7/2003 10:08,1,1,1,0,0.004081633,0.004081633,245,1,4,1,1,5519,4136,5469,0
16/7/2003 10:20,1,1,1,0,0.142857143,0.095238095,63,1,2,110,1,5520,4137,5470,0
16/7/2003 10:50,1,5,6,0.774369312,0.246808511,0.127659574,78.33333333,1,4,353,0.833333333,5526,4143,5476,0
16/7/2003 10:52,1,1,1,0,0.214285714,0.117346939,196,0,3,14,1,665,590.5,664,0
16/7/2003 10:53,1,1,2,0.999722648,0.142322097,0.048689139,133.5,0,3,23,1,667,592.5,666,0
16/7/2003 11:17,1,5,5,0.942631204,0.010396975,0.00094518,211.6,1,5,122,0.8,5531,4148,5481,0
17/7/2003 7:00,1,1,1,0,0.383333333,0.566666667,60,0,2,156,1,402,367.5,402,0
17/7/2003 7:07,1,1,1,0,0.266666667,0.066666667,75,0,2,0,1,403,368.5,403,0
17/7/2003 7:12,1,1,1,0,0.030487805,0.079268293,164,0,2,85,1,404,369.5,404,0
17/7/2003 7:15,1,1,1,0,0,0.019230769,52,0,2,76,1,405,370.5,405,0
17/7/2003 7:25,1,1,1,0,0.067226891,0.088235294,238,1,2,39,1,406,371.5,406,0
17/7/2003 7:30,1,1,1,0,0.010309278,0.092783505,97,0,2,27,1,407,372.5,407,0
17/7/2003 9:14,1,1,1,0,0.151376147,0.082568807,218,0,3,1,1,408,373.5,408,0
17/7/2003 9:23,1,1,1,0,0.071428571,0.053571429,56,1,4,8,1,409,374.5,409,1
17/7/2003 9:23,1,1,1,0,0.136986301,0.178082192,73,0,3,1,1,410,375.5,410,1
17/7/2003 9:28,1,1,1,0,0.274193548,0.209677419,62,0,2,20,1,411,376.5,411,1
17/7/2003 9:34,1,1,1,0,0.306451613,0.161290323,62,1,2,20,1,412,377.5,412,1
17/7/2003 9:38,1,1,1,0,0.029661017,0.012711864,236,0,3,32,1,413,378.5,413,0
17/7/2003 9:47,1,1,2,0.992774454,0.032967033,0.113553114,136.5,0,3,0,1,415,380.5,415,1
17/7/2003 10:07,1,1,1,0,0.087570621,0.064971751,354,0,5,1,1,416,381.5,416,1
17/7/2003 10:15,1,1,1,0,0,0,0,0,2,0,1,5532,4142.5,5482,0
17/7/2003 11:15,1,1,1,0,0.117103236,0.403697997,649,1,5,8,1,417,382.5,417,1
17/7/2003 11:32,1,1,1,0,0.046153846,0.024615385,325,0,3,14,1,418,383.5,418,1
17/7/2003 11:42,1,1,4,0.944949218,0.034976153,0.041335453,157.25,0,4,47,1,422,387.5,422,0
17/7/2003 11:50,1,1,1,0,0.040322581,0.040322581,124,1,3,15,1,423,388.5,423,1
17/7/2003 13:04,1,1,1,0,0.059210526,0.085526316,152,0,4,15,1,424,389.5,424,0
18/7/2003 6:27,1,1,1,0,0.047619048,0.214285714,42,0,2,33,1,425,390.5,425,0
18/7/2003 6:33,1,1,6,0.999345629,0.412955466,0.311740891,41.16666667,0,3,172,0.333333333,431,396.5,431,0
18/7/2003 6:35,1,1,1,0,0.042553191,0.212765957,47,0,2,33,1,432,397.5,432,0
18/7/2003 6:36,1,1,1,0,0.078431373,0.029411765,102,0,4,16,1,5533,4143.5,5483,0
18/7/2003 6:43,1,1,12,0.99974471,0.394990366,0.294797688,43.25,0,3,382,0.166666667,444,409.5,444,0
18/7/2003 6:45,1,1,1,0,0.063829787,0,47,1,1,21,1,5534,4144.5,5484,0
18/7/2003 6:45,1,1,1,0,0.296296296,0.12962963,54,0,3,16,1,445,410.5,445,0
18/7/2003 6:49,1,1,1,0,0.26984127,0.206349206,63,0,3,35,1,446,411.5,446,0
18/7/2003 6:52,1,1,6,0.852992473,0.308641975,0.028806584,40.5,0,1,18,0.166666667,5540,4150.5,56,0
18/7/2003 6:52,1,1,6,0.999236474,0.042145594,0.287356322,43.5,0,3,168,0.333333333,452,417.5,452,0
18/7/2003 6:54,1,1,4,0.999812312,0.395348837,0.325581395,43,0,2,140,0.25,456,421.5,456,0
18/7/2003 7:04,1,1,1,0,0.191489362,0.042553191,47,0,2,0,1,457,422.5,457,0
18/7/2003 7:15,1,1,11,0.99987167,0.730290456,0.32780083,21.90909091,0,3,1029,0.363636364,468,433.5,468,0
18/7/2003 10:42,1,1,1,0,0.857142857,1.142857143,14,1,4,83,1,469,434.5,469,0
18/7/2003 11:24,1,1,1,0,0.043269231,0.028846154,208,0,3,3,1,470,435.5,470,0
18/7/2003 11:27,1,1,1,0,0.004807692,0.004807692,208,0,3,0,1,471,436.5,471,0
18/7/2003 11:28,1,1,1,0,0.346153846,0.153846154,26,0,2,0,1,472,437.5,472,0
18/7/2003 11:29,1,1,1,0,0.222222222,0.277777778,36,0,2,103,1,473,438.5,473,0
18/7/2003 11:40,1,1,7,0.972778996,0.338383838,0.282828283,28.28571429,0,3,438,0.714285714,480,445.5,480,0
18/7/2003 11:45,1,1,1,0,0.04,0.18,50,0,4,34,1,481,446.5,481,0
18/7/2003 11:47,1,1,1,0,0.034482759,0.068965517,29,0,3,103,1,482,447.5,482,0
18/7/2003 13:20,1,1,11,0.948845765,0.251533742,0.22392638,29.63636364,0,4,323,0.545454545,493,458.5,493,1
18/7/2003 15:05,1,1,1,0,0,0,21,1,1,0,1,5590,4200.5,5534,1
18/7/2003 15:05,1,4,4,0.608261097,0.2,0.173626374,113.75,1,3,57,1,5595,4205.5,5539,0
18/7/2003 15:05,1,4,49,0.334369383,0.026548673,0.004424779,9.224489796,1,4,1184,0.12244898,5590,4200.5,5534,0
18/7/2003 15:05,1,1,1,0,0,0,50,1,1,0,1,5595,4205.5,5539,0
18/7/2003 18:56,1,1,1,0,0.524590164,1.459016393,61,0,1,26,1,5596,4206.5,5540,1
18/7/2003 18:57,1,1,1,0,0.573770492,0.393442623,61,1,2,84,1,5597,4207.5,5541,1
18/7/2003 18:57,1,1,1,0,0.010989011,0.005494505,182,1,5,3,1,5598,4208.5,5542,0
18/7/2003 18:58,1,1,1,0,0.014388489,0.007194245,139,0,2,15,1,5599,4209.5,5543,0
18/7/2003 19:00,1,1,1,0,0.045,0.01,200,1,2,0,1,5600,4210.5,5544,0
18/7/2003 19:02,1,1,1,0,0.016949153,0.118644068,59,0,2,2,1,5601,4211.5,5545,0
19/7/2003 8:09,1,1,1,0,0.016129032,0.016129032,62,0,1,1,1,5602,4212.5,5546,0
20/7/2003 9:17,1,1,1,0,0.416666667,0.083333333,24,1,1,2,1,5603,4213.5,5547,0
20/7/2003 13:07,1,1,1,0,0.098039216,0.12745098,102,1,4,2,1,61,61,61,0
21/7/2003 12:24,1,1,45,0,0,0,46.53333333,0,1,0,0.022222222,5648,4258.5,101,0
21/7/2003 13:08,1,1,4,0.953582884,0.315384615,0.161538462,32.5,0,1,24,0.25,5652,4262.5,105,0
21/7/2003 17:16,1,1,1,0,0.375,0.375,72,1,2,106,1,5653,4263.5,5548,0
21/7/2003 17:16,1,1,1,0,0.03030303,0,99,1,4,25,1,5654,4264.5,5549,0
22/7/2003 8:03,1,2,2,0.923338889,0.016393443,0.135831382,213.5,0,4,33,1,495,460.5,495,0
22/7/2003 11:26,1,1,1,0,0.015503876,0.124031008,129,0,3,39,1,496,461.5,496,0
22/7/2003 11:28,1,1,2,0.664695305,0.45,0.731818182,110,0,3,155,1,498,463.5,498,1
23/7/2003 7:55,1,1,2,1,0.009009009,0,111,0,3,2,0.5,500,465.5,500,0
24/7/2003 7:13,1,1,8,0,0,0,37.875,1,1,0,0.125,5663,4273.5,114,1
24/7/2003 7:13,1,1,1,0,0.019607843,0.019607843,51,1,1,6,1,5663,4273.5,114,0
26/7/2003 11:59,1,1,1,0,0.340425532,0.510638298,47,1,2,171,1,5664,4259,5550,0
26/7/2003 12:04,1,1,1,0,0.037037037,0.037037037,27,0,3,41,1,5665,4260,5551,0
26/7/2003 12:20,1,1,1,0,0.037037037,0.037037037,27,0,3,39,1,5666,4261,5552,0
27/7/2003 9:04,1,2,5,0.679272381,0.397590361,0.542168675,33.2,1,3,866,0.8,5671,4266,5557,0
27/7/2003 9:06,1,1,1,0,0.215384615,0.092307692,65,1,2,166,1,5672,4267,5558,0
27/7/2003 12:09,1,1,1,0,0,0,0,0,1,0,1,5675,4270,5561,0
27/7/2003 12:09,1,1,2,0.103275085,0.618644068,0.008474576,59,1,2,32,1,5675,4270,5561,0
27/7/2003 12:15,1,1,1,0,0,0,0,0,1,0,1,5677,4272,116,0
27/7/2003 12:15,1,1,1,0,2.783783784,0,37,0,1,0,1,5677,4272,116,0
27/7/2003 12:44,1,1,1,0,0.055555556,0.055555556,18,1,1,112,1,5678,4273,5562,0
27/7/2003 12:45,1,2,2,0.811278124,0.01754386,0.005847953,171,1,2,33,1,5680,4275,5564,0
27/7/2003 12:51,1,2,2,1,0.013605442,0,147,1,4,30,1,5682,4277,5566,0
27/7/2003 13:09,1,1,1,0,0.015384615,0.015384615,130,1,3,25,1,5683,4278,5567,0
28/7/2003 6:42,1,2,2,0.303374836,0.19047619,0.866666667,52.5,0,4,139,1,5685,4280,5569,0
29/7/2003 16:06,1,1,1,0,0,0,0,0,1,0,1,5687,4282,118,0
29/7/2003 16:06,1,1,1,0,2.5,0,38,0,1,0,1,5687,4282,118,0
30/7/2003 7:40,1,21,27,0.926162456,0.021276596,0.061035891,172.3333333,1,7,534,0.814814815,527,492.5,527,0
31/7/2003 15:30,1,1,1,0,0.011235955,0.08988764,178,0,4,1,1,62,62,62,0
3/8/2003 17:56,1,2,2,0.787126586,0.142857143,0.030612245,49,1,3,167,1,64,64,64,0
3/8/2003 17:56,1,1,1,0,1.097560976,0.048780488,41,1,3,102,1,65,65,65,0
3/8/2003 18:08,1,3,3,0.658814952,0.424460432,0.035971223,46.33333333,1,4,167,1,68,68,68,0
6/8/2003 7:47,1,2,2,0.811278124,0.00872093,0.002906977,172,1,2,53,1,5689,4071,5571,0
6/8/2003 7:52,1,4,33,0.555104892,0.126649077,0.164248021,45.93939394,0,5,2881,0.696969697,5741,4123,5623,1
6/8/2003 7:52,1,2,5,0.861353116,0.011904762,0.01984127,50.4,0,4,228,1,5697,4079,5579,0
6/8/2003 7:52,1,1,3,0,0,0,57.33333333,0,1,0,0.333333333,5697,4079,5579,0
6/8/2003 7:52,1,1,11,0,0,0,84,0,1,0,0.090909091,5741,4123,5623,1
6/8/2003 7:53,1,28,41,0.749707896,0.019012082,0.01474769,137.2682927,0,7,872,0.487804878,5782,4164,5664,0
7/8/2003 12:14,1,1,1,0,0,0,32,0,1,0,1,5783,4161.5,5665,0
7/8/2003 12:15,1,1,1,0,0.037037037,0.037037037,27,0,3,137,1,5788,4166.5,5670,0
7/8/2003 12:15,1,1,1,0,0,0,7,0,1,0,1,5787,4165.5,5669,0
7/8/2003 12:15,1,1,3,0.299920852,0.877076412,0.338870432,100.3333333,0,5,3,0.333333333,5787,4165.5,5669,1
7/8/2003 12:16,1,1,1,0,0.620689655,0.068965517,29,1,1,45,1,5789,4167.5,5671,0
7/8/2003 12:17,1,2,10,0,0,0,66.3,0,1,0,0.1,5799,4177.5,5681,1
7/8/2003 12:17,1,1,1,0,0.525362319,0.362318841,276,0,4,1,1,5800,4178.5,5682,1
7/8/2003 12:31,1,1,2,0.371232327,0.073943662,0.024647887,142,0,1,0,0.5,5802,4180.5,5684,1
7/8/2003 12:58,1,1,1,0,0.323529412,0,68,1,2,183,1,5803,4181.5,5685,0
8/8/2003 11:52,1,1,3,0.679157888,0.910447761,0.679104478,44.66666667,0,4,186,1,5806,4184.5,5688,0
8/8/2003 12:18,1,1,1,0,0,0,13,0,1,0,1,5810,4188.5,5692,0
8/8/2003 12:18,1,2,3,0.770116693,0.247368421,0.071052632,126.6666667,0,1,3,1,5810,4188.5,5692,0
12/8/2003 13:52,1,1,1,0,0,0,34,0,1,0,1,5811,4118,119,0
12/8/2003 13:52,1,2,2,0.999570839,0.193370166,0.033149171,90.5,0,3,88,1,5825,4132,5706,0
12/8/2003 13:52,1,3,8,0.78261235,0.397310513,0.209046455,102.25,0,5,124,0.75,5823,4130,5704,1
12/8/2003 13:52,1,2,4,0,0,0,31.75,0,1,0,0.25,5823,4130,5704,1
16/8/2003 14:31,1,1,1,0,0.003731343,0.003731343,268,1,2,0,1,5826,4130.5,5707,0
16/8/2003 14:35,1,1,1,0,0.013888889,0.143518519,216,1,3,44,1,5827,4131.5,5708,0
16/8/2003 14:42,1,1,1,0,0.171052632,0.118421053,228,1,3,44,1,5828,4132.5,5709,0
16/8/2003 16:37,1,1,3,0.411447078,0.067510549,0.198312236,79,0,3,437,1,5831,4135.5,5712,0
17/8/2003 17:19,1,1,6,0,0,0,0,0,1,415,0.5,5837,4141.5,5718,0
18/8/2003 13:54,1,1,2,0.721928095,0.053505535,0.020295203,271,1,4,23,1,5839,4143.5,5720,0
18/8/2003 14:14,1,1,1,0,0,0,0,0,1,12,1,5840,4144.5,5721,0
18/8/2003 14:15,1,1,1,0,0.011538462,0.207692308,260,0,4,0,1,5842,4146.5,5723,0
18/8/2003 14:15,1,1,1,0,0,0,39,0,1,0,1,5842,4146.5,5723,0
18/8/2003 14:19,1,1,1,0,0.008196721,0.086065574,244,0,4,0,1,5843,4147.5,5724,0
18/8/2003 16:26,1,1,1,0,0,0,6,0,1,0,1,5866,4170.5,5747,0
18/8/2003 16:26,1,3,3,0.512185498,0.407258065,0.713709677,82.66666667,0,4,69,1,5866,4170.5,5747,1
18/8/2003 16:26,1,1,6,0,0,0,39.16666667,0,1,0,0.166666667,5862,4166.5,5743,0
18/8/2003 16:26,1,3,13,0.607906886,0.133187773,0.19650655,35.23076923,0,4,190,0.230769231,5862,4166.5,5743,1
19/8/2003 11:20,1,1,1,0,0.630952381,0.630952381,84,0,3,67,1,311,307,311,1
19/8/2003 13:04,1,1,1,0,0.076923077,0,91,0,4,7,1,5870,4174.5,5751,0
19/8/2003 13:04,1,1,1,0,0.153846154,0.115384615,26,0,2,32,1,5867,4171.5,5748,0
19/8/2003 13:04,1,1,2,0,0,0,63,0,1,0,0.5,5870,4174.5,5751,0
19/8/2003 15:08,1,1,1,0,0.007936508,0.027777778,252,1,3,13,1,5871,4175.5,5752,1
21/8/2003 9:45,2,17,29,0.743697808,0.230806608,0.152575316,70.96551724,1,6,2427,0.689655172,5900,4204.5,5900,0
21/8/2003 14:37,1,1,1,0,0.327586207,1.189655172,116,1,1,15,1,5901,4205.5,5780,0
21/8/2003 14:38,1,1,1,0,0.241935484,0.629032258,62,0,1,3,1,5902,4206.5,5781,0
21/8/2003 16:14,1,2,4,0.590386836,0.181818182,0.071625344,90.75,0,4,21,1,5906,4210.5,5785,0
21/8/2003 16:14,1,1,1,0,0,0,16,0,1,0,1,5907,4211.5,5786,0
21/8/2003 16:14,1,1,1,0,1.215909091,0.215909091,88,0,3,50,1,5908,4212.5,5787,1
22/8/2003 12:15,1,5,6,0.764904271,0.095339889,0.04360838,389.8333333,0,5,218,0.833333333,5914,4218.5,5793,1
22/8/2003 12:15,1,2,2,0.391243564,0.191044776,0.041791045,167.5,0,4,52,1,5918,4222.5,5797,0
22/8/2003 12:15,1,1,2,0,0,0,22,0,1,0,0.5,5916,4220.5,5795,0
22/8/2003 13:18,1,1,1,0,0.038461538,0.038461538,52,0,2,236,1,528,493.5,528,0
22/8/2003 13:20,1,1,1,0,0.038461538,0.038461538,52,0,2,198,1,529,494.5,529,0
22/8/2003 15:56,1,2,4,0.598609705,0.088,0.0576,156.25,1,4,21,1,5922,4226.5,5801,1
22/8/2003 17:27,1,1,1,0,1.801104972,0.215469613,181,0,4,0,1,5923,4227.5,5802,0
23/8/2003 12:27,1,4,5,0.853309361,0.421686747,0.12248996,99.6,0,4,212,1,5928,4232.5,5807,0
23/8/2003 12:30,1,1,1,0,0.006711409,0.006711409,149,1,3,123,1,5929,4233.5,5808,0
23/8/2003 12:34,1,1,1,0,0.006711409,0.006711409,149,0,3,2,1,5930,4234.5,5809,0
23/8/2003 13:12,1,1,1,0,1.491525424,0.525423729,236,0,4,1,1,5931,4235.5,5810,0
23/8/2003 13:16,1,1,2,0.998980274,1.65,1.675,20,0,3,104,0.5,5933,4237.5,5812,0
24/8/2003 1:32,1,1,1,0,0.511363636,0.5,176,0,4,1,1,5934,4238.5,5813,0
24/8/2003 1:33,1,1,1,0,0,0,0,0,1,123,1,5935,4239.5,5814,0
